0.000000000000000000e+00 3.376654511349585164e+01 3.373902568515768507e+01
5.555676121443607618e-03 3.377449097685169477e+01 3.374749533679536029e+01
1.111135224288721524e-02 3.378246595617273584e+01 3.375599318547263294e+01
1.666702836433082285e-02 3.379047005145896065e+01 3.376451923118952436e+01
2.222270448577443047e-02 3.379850326271038341e+01 3.377307347394601322e+01
2.777838060721803809e-02 3.380656558992700411e+01 3.378165591374211374e+01
3.333405672866164571e-02 3.381465703310880855e+01 3.379026655057781880e+01
3.888973285010525333e-02 3.382277759225581093e+01 3.379890538445312842e+01
4.444540897154886094e-02 3.383092726736799705e+01 3.380757241536804969e+01
5.000108509299246856e-02 3.383910605844538821e+01 3.381626764332257551e+01
5.555676121443607618e-02 3.384731396548796312e+01 3.382499106831670588e+01
6.111243733587968380e-02 3.385555098849572886e+01 3.383374269035044790e+01
6.666811345732329142e-02 3.386381712746869255e+01 3.384252250942378737e+01
7.222378957876690597e-02 3.387211238240684708e+01 3.385133052553674560e+01
7.777946570021050665e-02 3.388043675331019244e+01 3.386016673868930127e+01
8.333514182165410733e-02 3.388879024017873576e+01 3.386903114888146860e+01
8.889081794309772189e-02 3.389717284301246281e+01 3.387792375611324047e+01
9.444649406454133644e-02 3.390558456181138780e+01 3.388684456038461690e+01
1.000021701859849371e-01 3.391402539657550363e+01 3.389579356169560498e+01
1.055578463074285378e-01 3.392249534730481741e+01 3.390477076004619761e+01
1.111135224288721524e-01 3.393099441399931493e+01 3.391377615543639479e+01
1.166691985503157669e-01 3.393952259665901039e+01 3.392280974786620362e+01
1.222248746717593676e-01 3.394807989528389669e+01 3.393187153733561701e+01
1.277805507932029683e-01 3.395666630987397383e+01 3.394096152384463494e+01
1.333362269146465828e-01 3.396528184042924181e+01 3.395007970739325742e+01
1.388919030360901974e-01 3.397392648694970774e+01 3.395922608798149156e+01
1.444475791575338119e-01 3.398260024943536450e+01 3.396840066560933025e+01
1.500032552789773987e-01 3.399130312788621211e+01 3.397760344027678059e+01
1.555589314004210133e-01 3.400003512230225056e+01 3.398683441198383548e+01
1.611146075218646279e-01 3.400879623268348695e+01 3.399609358073049492e+01
1.666702836433082147e-01 3.401758645902991418e+01 3.400538094651675891e+01
1.722259597647518292e-01 3.402640580134153225e+01 3.401469650934262745e+01
1.777816358861954438e-01 3.403525425961834117e+01 3.402404026920810765e+01
1.833373120076390583e-01 3.404413183386034802e+01 3.403341222611319949e+01
1.888929881290826729e-01 3.405303852406753862e+01 3.404281238005788879e+01
1.944486642505262597e-01 3.406197433023992716e+01 3.405224073104218974e+01
2.000043403719698742e-01 3.407093925237750653e+01 3.406169727906609523e+01
2.055600164934134888e-01 3.407993329048028386e+01 3.407118202412961239e+01
2.111156926148570756e-01 3.408895644454824492e+01 3.408069496623272698e+01
2.166713687363006902e-01 3.409800871458140392e+01 3.409023610537545323e+01
2.222270448577443047e-01 3.410709010057975377e+01 3.409980544155779114e+01
2.277827209791879193e-01 3.411620060254329445e+01 3.410940297477972649e+01
2.333383971006315338e-01 3.412534022047203308e+01 3.411902870504127350e+01
2.388940732220751206e-01 3.413450895436595545e+01 3.412868263234243216e+01
2.444497493435187352e-01 3.414370680422507576e+01 3.413836475668318826e+01
2.500054254649623497e-01 3.415293377004938691e+01 3.414807507806355602e+01
2.555611015864059365e-01 3.416218985183889600e+01 3.415781359648352833e+01
2.611167777078495789e-01 3.417147504959358884e+01 3.416758031194311229e+01
2.666724538292931657e-01 3.418078936331347961e+01 3.417737522444229370e+01
2.722281299507367525e-01 3.419013279299856123e+01 3.418719833398109387e+01
2.777838060721803948e-01 3.419950533864883369e+01 3.419704964055949148e+01
2.833394821936239816e-01 3.420890700026430409e+01 3.420692914417750075e+01
2.888951583150676239e-01 3.421833777784496533e+01 3.421683684483511456e+01
2.944508344365112107e-01 3.422779767139081741e+01 3.422677274253233293e+01
3.000065105579547975e-01 3.423728668090186034e+01 3.423673683726915584e+01
3.055621866793984398e-01 3.424680480637809410e+01 3.424672912904559041e+01
3.111178628008420266e-01 3.425635204781952581e+01 3.425674961786163664e+01
3.166735389222856134e-01 3.426592840522614836e+01 3.426679830371728031e+01
3.222292150437292557e-01 3.427553387859796175e+01 3.427687518661253563e+01
3.277848911651728425e-01 3.428516846793496597e+01 3.428698026654739550e+01
3.333405672866164293e-01 3.429483217323716815e+01 3.429711354352185992e+01
3.388962434080600716e-01 3.430452499450455406e+01 3.430727501753593600e+01
3.444519195295036584e-01 3.431424693173713791e+01 3.431746468858961663e+01
3.500075956509473007e-01 3.432399798493491261e+01 3.432768255668290180e+01
3.555632717723908875e-01 3.433377815409788525e+01 3.433792862181579864e+01
3.611189478938344743e-01 3.434358743922604162e+01 3.434820288398830002e+01
3.666746240152781167e-01 3.435342584031939595e+01 3.435850534320040595e+01
3.722303001367217035e-01 3.436329335737794111e+01 3.436883599945212353e+01
3.777859762581653458e-01 3.437318999040168421e+01 3.437919485274344567e+01
3.833416523796089326e-01 3.438311573939061105e+01 3.438958190307437235e+01
3.888973285010525194e-01 3.439307060434473584e+01 3.439999715044490358e+01
3.944530046224961617e-01 3.440305458526405147e+01 3.441044059485504647e+01
4.000086807439397485e-01 3.441306768214855794e+01 3.442091223630479391e+01
4.055643568653833353e-01 3.442310989499826235e+01 3.443141207479414589e+01
4.111200329868269776e-01 3.443318122381315050e+01 3.444194011032310954e+01
4.166757091082705644e-01 3.444328166859323659e+01 3.445249634289167773e+01
4.222313852297141512e-01 3.445341122933851352e+01 3.446308077249985047e+01
4.277870613511577935e-01 3.446356990604898130e+01 3.447369339914763486e+01
4.333427374726013803e-01 3.447375769872464701e+01 3.448433422283502381e+01
4.388984135940450226e-01 3.448397460736550357e+01 3.449500324356201730e+01
4.444540897154886094e-01 3.449422063197155097e+01 3.450570046132861535e+01
